"","elevation","WB","WF","Fish","Anglers","Ramp","DOY"
"63",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,4
"64",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,4
"65",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,4
"66",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,4
"67",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,4
"68",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,4
"69",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,4
"70",69.57852,2.08117194954823e-06,0,1,1,1,4
"71",69.78682,0,0,1,1,1,4
"72",69.99512,0,0,1,1,1,4
"73",66.45402,1,1,0,0,0,5
"74",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,5
"75",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,5
"76",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,5
"77",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,5
"78",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,5
"79",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,5
"80",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,5
"81",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,5
"82",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,5
"83",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,5
"84",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,5
"85",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,5
"86",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,5
"87",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,5
"88",69.57852,2.08117194954823e-06,0,1,1,1,5
"89",69.78682,0,0,1,1,1,5
"90",69.99512,0,0,1,1,1,5
"91",66.45402,1,1,0,0,0,6
"92",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,6
"93",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,6
"94",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,6
"95",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,6
"96",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,6
"97",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,6
"98",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,6
"99",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,6
"100",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,6
"101",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,6
"102",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,6
"103",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,6
"104",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,6
"105",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,6
"106",69.57852,2.08117194954823e-06,0,1,1,1,6
"107",69.78682,0,0,1,1,1,6
"108",69.99512,0,0,1,1,1,6
"109",66.45402,1,1,0,0,0,7
"110",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,7
"111",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,7
"112",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,7
"113",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,7
"114",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,7
"115",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,7
"116",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,7
"117",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,7
"118",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,7
"119",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,7
"120",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,7
"121",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,7
"122",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,7
"123",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,7
"124",69.57852,2.08117194954823e-06,0,1,1,1,7
"125",69.78682,0,0,1,1,1,7
"126",69.99512,0,0,1,1,1,7
"127",66.45402,1,1,0,0,0,8
"128",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,8
"129",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,8
"130",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,8
"131",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,8
"132",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,8
"133",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,8
"134",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,8
"135",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,8
"136",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,8
"137",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,8
"138",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,8
"139",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,8
"140",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,8
"141",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,8
"142",69.57852,2.08117194954823e-06,0,1,1,1,8
"143",69.78682,0,0,1,1,1,8
"144",69.99512,0,0,1,1,1,8
"145",66.45402,1,1,0,0,0,9
"146",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,9
"147",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,9
"148",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,9
"149",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,9
"150",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,9
"151",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,9
"152",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,9
"153",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,9
"154",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,9
"155",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,9
"156",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,9
"157",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,9
"158",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,9
"159",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,9
"160",69.57852,2.08117194954823e-06,0,1,1,1,9
"161",69.78682,0,0,1,1,1,9
"162",69.99512,0,0,1,1,1,9
"163",66.45402,1,1,0,0,0,10
"164",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,10
"165",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,10
"166",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,10
"167",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,10
"168",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,10
"169",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,10
"170",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,10
"171",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,10
"172",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,10
"173",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,10
"174",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,10
"175",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,10
"176",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,10
"177",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,10
"178",69.57852,2.08117194954823e-06,0,1,1,1,10
"179",69.78682,0,0,1,1,1,10
"180",69.99512,0,0,1,1,1,10
"181",66.45402,1,1,0,0,0,11
"182",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,11
"183",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,11
"184",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,11
"185",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,11
"186",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,11
"187",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,11
"188",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,11
"189",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,11
"190",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,11
"191",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,11
"192",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,11
"193",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,11
"194",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,11
"195",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,11
"196",69.57852,2.08117194954823e-06,0,1,1,1,11
"197",69.78682,0,0,1,1,1,11
"198",69.99512,0,0,1,1,1,11
"199",66.45402,1,1,0,0,0,12
"200",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,12
"201",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,12
"202",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,12
"203",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,12
"204",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,12
"205",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,12
"206",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,12
"207",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,12
"208",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,12
"209",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,12
"210",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,12
"211",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,12
"212",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,12
"213",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,12
"214",69.57852,2.08117194954823e-06,0,1,1,1,12
"215",69.78682,0,0,1,1,1,12
"216",69.99512,0,0,1,1,1,12
"217",66.45402,1,1,0,0,0,13
"218",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,13
"219",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,13
"220",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,13
"221",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,13
"222",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,13
"223",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,13
"224",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,13
"225",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,13
"226",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,13
"227",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,13
"228",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,13
"229",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,13
"230",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,13
"231",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,13
"232",69.57852,2.08117194954823e-06,0,1,1,1,13
"233",69.78682,0,0,1,1,1,13
"234",69.99512,0,0,1,1,1,13
"235",66.45402,1,1,0,0,0,14
"236",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,14
"237",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,14
"238",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,14
"239",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,14
"240",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,14
"241",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,14
"242",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,14
"243",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,14
"244",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,14
"245",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,14
"246",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,14
"247",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,14
"248",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,14
"249",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,14
"250",69.57852,2.08117194954823e-06,0,1,1,1,14
"251",69.78682,0,0,1,1,1,14
"252",69.99512,0,0,1,1,1,14
"253",66.45402,1,1,0,0,0,15
"254",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,15
"255",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,15
"256",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,15
"257",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,15
"258",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,15
"259",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,15
"260",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,15
"261",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,15
"262",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,15
"263",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,15
"264",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,15
"265",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,15
"266",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,15
"267",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,15
"268",69.57852,2.08117194954823e-06,0,1,1,1,15
"269",69.78682,0,0,1,1,1,15
"270",69.99512,0,0,1,1,1,15
"271",66.45402,1,1,0,0,0,16
"272",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,16
"273",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,16
"274",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,16
"275",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,16
"276",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,16
"277",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,16
"278",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,16
"279",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,16
"280",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,16
"281",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,16
"282",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,16
"283",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,16
"284",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,16
"285",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,16
"286",69.57852,2.08117194954823e-06,0,1,1,1,16
"287",69.78682,0,0,1,1,1,16
"288",69.99512,0,0,1,1,1,16
"289",66.45402,1,1,0,0,0,17
"290",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,17
"291",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,17
"292",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,17
"293",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,17
"294",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,17
"295",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,17
"296",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,17
"297",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,17
"298",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,17
"299",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,17
"300",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,17
"301",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,17
"302",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,17
"303",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,17
"304",69.57852,2.08117194954823e-06,0,1,1,1,17
"305",69.78682,0,0,1,1,1,17
"306",69.99512,0,0,1,1,1,17
"307",66.45402,1,1,0,0,0,18
"308",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,18
"309",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,18
"310",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,18
"311",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,18
"312",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,18
"313",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,18
"314",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,18
"315",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,18
"316",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,18
"317",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,18
"318",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,18
"319",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,18
"320",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,18
"321",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,18
"322",69.57852,2.08117194954823e-06,0,1,1,1,18
"323",69.78682,0,0,1,1,1,18
"324",69.99512,0,0,1,1,1,18
"325",66.45402,1,1,0,0,0,19
"326",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,19
"327",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,19
"328",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,19
"329",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,19
"330",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,19
"331",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,19
"332",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,19
"333",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,19
"334",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,19
"335",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,19
"336",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,19
"337",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,19
