tempC,DO_dusk,elevation,Vol6.5,Vol6,Vol5.5,Vol5,Vol4.5,Vol4,Vol3.5,Vol3
17,7,66.57,19480.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
18,7,66.57,19480.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
19,7,66.57,19480.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
20,7,66.57,19480.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
21,7,66.57,19480.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
22,7,66.57,21574.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
23,7,66.57,21574.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
24,7,66.57,21574.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
25,7,66.57,21574.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
26,7,66.57,21574.4399999995,22787.5199999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
27,7,66.57,21574.4399999995,23444.1599999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
28,7,66.57,21574.4399999995,23444.1599999995,23884.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
29,7,66.57,21574.4399999995,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
30,7,66.57,21574.4399999995,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
5,8,66.57,23444.1599999995,24444.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
6,8,66.57,23444.1599999995,24444.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
7,8,66.57,23444.1599999995,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
8,8,66.57,23444.1599999995,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
9,8,66.57,23444.1599999995,24192.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
10,8,66.57,23444.1599999995,24192.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
11,8,66.57,23444.1599999995,24192.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
12,8,66.57,23444.1599999995,24192.1599999995,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
13,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
14,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
15,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
16,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
17,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
18,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
19,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
20,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
21,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
22,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
23,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
24,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
25,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
26,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
27,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
28,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
29,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
30,8,66.57,23444.1599999995,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
5,9,66.57,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
6,9,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
7,9,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
8,9,66.57,24444.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
9,9,66.57,24444.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
10,9,66.57,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
11,9,66.57,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
12,9,66.57,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
13,9,66.57,24444.1599999995,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
14,9,66.57,24444.1599999995,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
15,9,66.57,24444.1599999995,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
16,9,66.57,24192.1599999995,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
17,9,66.57,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
18,9,66.57,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
19,9,66.57,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
20,9,66.57,24192.1599999995,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
21,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
22,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
23,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
24,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
25,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
26,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
27,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
28,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
29,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
30,9,66.57,24192.1599999995,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
5,10,66.57,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
6,10,66.57,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
7,10,66.57,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
8,10,66.57,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
9,10,66.57,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
10,10,66.57,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
11,10,66.57,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
12,10,66.57,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
13,10,66.57,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
14,10,66.57,24828.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
15,10,66.57,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
16,10,66.57,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
17,10,66.57,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
18,10,66.57,24828.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
19,10,66.57,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
20,10,66.57,24688.1599999995,24960.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
21,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
22,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
23,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
24,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
25,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
26,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
27,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
28,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
29,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
30,10,66.57,24688.1599999995,24896.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995,24996.1599999995
5,5,66.77,0,0,0,0,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
6,5,66.77,0,0,0,0,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
7,5,66.77,0,0,0,4496.87999999993,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
8,5,66.77,0,0,0,16273.0799999997,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
9,5,66.77,0,0,0,21526.5199999997,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
10,5,66.77,0,0,0,22237.6799999995,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
11,5,66.77,0,0,0,22237.6799999995,35800.1999999994,43876.0799999994,45120.0799999994,45428.0799999994
12,5,66.77,0,0,0,27167.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
13,5,66.77,0,0,0,27167.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
14,5,66.77,0,0,0,27167.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
15,5,66.77,0,0,8676.87999999987,27167.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
16,5,66.77,0,0,16273.0799999997,27167.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
17,5,66.77,0,0,16273.0799999997,31576.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
18,5,66.77,0,0,16273.0799999997,31576.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
19,5,66.77,0,0,22237.6799999995,31576.0799999995,39273.6799999994,43876.0799999994,45120.0799999994,45428.0799999994
20,5,66.77,0,0,22237.6799999995,31576.0799999995,41864.0799999994,43876.0799999994,45120.0799999994,45428.0799999994
21,5,66.77,0,8676.87999999987,22237.6799999995,31576.0799999995,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994
22,5,66.77,0,11815.9999999997,22237.6799999995,31576.0799999995,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994
23,5,66.77,0,16273.0799999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
24,5,66.77,0,16273.0799999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
25,5,66.77,0,16984.2399999996,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
26,5,66.77,7319.1199999998,16984.2399999996,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
27,5,66.77,11815.9999999997,22237.6799999995,27167.0799999995,35800.1999999994,43212.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
28,5,66.77,11815.9999999997,22237.6799999995,31576.0799999995,35800.1999999994,43212.0799999994,44316.0799999994,45248.0799999994,45428.0799999994
29,5,66.77,16273.0799999997,22237.6799999995,31576.0799999995,39273.6799999994,43212.0799999994,44580.0799999994,45248.0799999994,45428.0799999994
30,5,66.77,16273.0799999997,22237.6799999995,31576.0799999995,39273.6799999994,43212.0799999994,44580.0799999994,45248.0799999994,45428.0799999994
5,6,66.77,0,0,31576.0799999995,41864.0799999994,44316.0799999994,45328.0799999994,45428.0799999994,45428.0799999994
6,6,66.77,0,0,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
7,6,66.77,0,4496.87999999993,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
8,6,66.77,0,16273.0799999997,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
9,6,66.77,0,16273.0799999997,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
10,6,66.77,0,21526.5199999997,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
11,6,66.77,0,22237.6799999995,31576.0799999995,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
12,6,66.77,0,22237.6799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
13,6,66.77,0,22237.6799999995,35800.1999999994,41864.0799999994,44316.0799999994,45248.0799999994,45428.0799999994,45428.0799999994
14,6,66.77,0,22237.6799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
15,6,66.77,8676.87999999987,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
16,6,66.77,11815.9999999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
17,6,66.77,16273.0799999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
18,6,66.77,16273.0799999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
19,6,66.77,16273.0799999997,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
20,6,66.77,16984.2399999996,27167.0799999995,35800.1999999994,41864.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
21,6,66.77,22237.6799999995,27167.0799999995,35800.1999999994,43212.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
22,6,66.77,22237.6799999995,31576.0799999995,35800.1999999994,43212.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
23,6,66.77,22237.6799999995,31576.0799999995,39273.6799999994,43212.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
24,6,66.77,22237.6799999995,31576.0799999995,39273.6799999994,43212.0799999994,44316.0799999994,45120.0799999994,45428.0799999994,45428.0799999994
